date,myr_usd,myr_rmb,myr_sgd,myr_eur,myr_jpy,myr_twd,myr_thb,myr_idr,myr_hkd,myr_krw,myr_vnd,myr_inr,myr_aud,myr_php,myr_aed,myr_sar,myr_try,myr_gbp,myr_brl,myr_mxn,myr_bdt,myr_chf,myr_cad,myr_rub
2003-12-15,0.2636505067,2.179651845,0.450446898,0.2140024727,28.40570503,8.359131934,10.45110593,2230.799719,2.046692486,311.0812393,3987.186613,11.98766085,0.3628468626,14.54032585,0.9679928269,0.9886366614,0.3535353365,0.1508898138,0.7695958055,2.976508859,14.92261828,0.3323314517,0.3463049529,7.746051667
2003-12-16,0.2631440461,2.175438231,0.4489763724,0.2135571755,28.29061695,8.359131934,10.41629382,2231.277258,2.042655607,310.4573584,3981.632561,11.96463309,0.3628468626,14.54133954,0.9662122816,0.9867375352,0.3535353365,0.1500078988,0.7725909479,2.957476018,14.89053261,0.3314036143,0.3490079549,7.696963347
2003-12-17,0.2635740638,2.178940444,0.4501317942,0.2125250422,28.30258224,8.359131934,10.42145529,2234.765466,2.046151853,312.8624137,3994.992085,11.96336316,0.3628468626,14.56510232,0.9677912205,0.9883500156,0.3535353365,0.1492909868,0.7722720245,2.954138155,14.99630991,0.3304691703,0.3496573413,7.709541366
2003-12-18,0.2641938031,2.184063767,0.4507146202,0.212665447,28.4404633,8.359131934,10.45811145,2235.053258,2.051385606,312.752637,4005.442248,12.0015314,0.3628468626,14.59934911,0.9700667792,0.990673914,0.3535353365,0.1491770307,0.7746162099,2.966394394,14.97450484,0.3302422538,0.3519061502,7.725026741
2003-12-19,0.2633033991,2.176729252,0.4501171489,0.2125990711,28.36040887,8.359131934,10.42339213,2235.077131,2.04402429,314.0683073,3985.623552,11.95976723,0.3628468626,14.55409579,0.9667973939,0.9873087738,0.3535353365,0.1491640143,0.7696358611,2.954264208,14.89612685,0.3303930952,0.3522736288,7.709523706
2003-12-20,0.2633033991,2.176729252,0.4501171489,0.2125990711,28.36040887,8.359131934,10.42339213,2235.077131,2.04402429,314.0683073,3985.623552,11.95976723,0.3628468626,14.55409579,0.9667973939,0.9873087738,0.3535353365,0.1491640143,0.7696358611,2.954264208,14.89612685,0.3303930952,0.3522736288,7.709523706
2003-12-21,0.2633033991,2.176729252,0.4501171489,0.2125990711,28.36040887,8.359131934,10.42339213,2235.077131,2.04402429,314.0683073,3985.623552,11.95976723,0.3628468626,14.55409579,0.9667973939,0.9873087738,0.3535353365,0.1491640143,0.7696358611,2.954264208,14.89612685,0.3303930952,0.3522736288,7.709523706
2003-12-22,0.2628673613,2.173098206,0.4489774386,0.2120077804,28.25561211,8.359131934,10.40402692,2233.925645,2.040271316,314.2579304,3982.966259,11.94784722,0.3628468626,14.52079348,0.9652226729,0.9857000227,0.3535353365,0.1489932199,0.7673098041,2.962515282,14.89932212,0.3305557206,0.3496924438,7.688870318
2003-12-23,0.2631163597,2.175130303,0.4491396305,0.2121901907,28.2665906,8.359131934,10.4112513,2235.805058,2.042545956,314.5293028,3987.002199,11.94258843,0.3628468626,14.53454815,0.9661369702,0.9866337169,0.3535353365,0.1491422408,0.7648792747,2.959006658,15.00894631,0.3306583395,0.3476293379,7.693522298
2003-12-24,0.2637895942,2.175130303,0.4502624584,0.21182832,28.29407243,8.359131934,10.3938377,2242.52815,2.047983274,316.6794078,3987.002199,11.98712709,0.3628468626,14.57173762,0.9685034865,0.9891582115,0.3535353365,0.1485636572,0.7668363674,2.966841497,15.00894631,0.3291566536,0.3447730104,7.713207673
2003-12-25,0.2636991739,2.175130303,0.4497916915,0.2118400991,28.27909885,8.359131934,10.4277198,2239.781725,2.047307685,316.2544322,3987.002199,11.98380888,0.3628468626,14.56674281,0.9681715085,0.9888191536,0.3535353365,0.1485285611,0.7665735157,2.965824541,15.00894631,0.329017453,0.3452613141,7.707926733
2003-12-26,0.263317287,2.175130303,0.4488243051,0.2118071592,28.29344168,8.359131934,10.42868103,2237.644076,2.043974148,316.1650536,3987.002199,11.96540134,0.3628468626,14.56674281,0.9667694106,0.9873871539,0.3535353365,0.1485978398,0.7638834555,2.947047178,15.00894631,0.3304368578,0.344866654,7.715196307
2003-12-27,0.263317287,2.175130303,0.4488243051,0.2118071592,28.29344168,8.359131934,10.42868103,2237.644076,2.043974148,316.1650536,3987.002199,11.96540134,0.3628468626,14.56674281,0.9667694106,0.9873871539,0.3535353365,0.1485978398,0.7638834555,2.947047178,15.00894631,0.3304368578,0.344866654,7.715196307
